Year,Make,Model,Class,Fuel Type,City MPG (FT1),Highway MPG (FT1),Unadjusted City MPG (FT1),Unadjusted Highway MPG (FT1),Annual Fuel Cost (FT1)
2010,Dodge,Charger,Large Cars,Premium,13,19,16.3,26,2800
2010,Dodge,Charger AWD,Large Cars,Regular,16,23,19.5,31.9,1950
2010,Dodge,Charger AWD,Large Cars,Regular,17,23,20.7,32.1,1850
2010,Dodge,Dakota Pickup 2WD,Standard Pickup Trucks 2WD,Regular,15,20,18.1,28.1,2050
2010,Dodge,Dakota Pickup 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,14,19,16.8,25.6,2350
2010,Dodge,Dakota Pickup 4WD,Standard Pickup Trucks 4WD,Regular,14,18,16.8,24.4,2350
2010,Dodge,Dakota Pickup 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,14,19,16.7,25.6,2350
2010,Dodge,Grand Caravan,Minivan - 2WD,Regular,17,25,21.4,35.2,1750
2010,Dodge,Grand Caravan,Minivan - 2WD,Regular,16,23,19.7,31.9,1950
2010,Dodge,Grand Caravan FFV,Minivan - 2WD,Gasoline or E85,17,24,20.8,33.0988,1850
2010,Dodge,Journey  2WD,Sport Utility Vehicle - 2WD,Regular,19,25,23.8,35,1650
2010,Dodge,Journey  2WD,Sport Utility Vehicle - 2WD,Regular,16,24,19.6,33.2,1850
2010,Dodge,Journey  AWD,Sport Utility Vehicle - 4WD,Regular,15,23,19.2,31.9,1950
2010,Dodge,Nitro 2WD,Sport Utility Vehicle - 2WD,Regular,16,22,19.8,30.5,1950
2010,Dodge,Nitro 2WD,Sport Utility Vehicle - 2WD,Regular,16,21,19.6,29.4,1950
2010,Dodge,Nitro 4WD,Sport Utility Vehicle - 4WD,Regular,15,21,18.7,28.5,2050
2010,Dodge,Nitro 4WD,Sport Utility Vehicle - 4WD,Regular,16,20,19.3,28.4,2050
2010,Dodge,Ram 1500 Pickup 2WD,Standard Pickup Trucks 2WD,Regular,14,20,17.7,27.8,2200
2010,Dodge,Ram 1500 Pickup 2WD,Standard Pickup Trucks 2WD,Regular,14,20,17,27.1,2200
2010,Dodge,Ram 1500 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,14,19,16.7,25.6,2350
2010,Dodge,Ram 1500 Pickup 4WD,Standard Pickup Trucks 4WD,Regular,13,18,16,25.4,2350
2010,Dodge,Ram 1500 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,13,18,15.8,24.5,2350
2010,Dodge,Viper Convertible,Two Seaters,Premium,13,22,15.6,30,2650
2010,Dodge,Viper Coupe,Two Seaters,Premium,13,22,15.6,30,2650
2010,Ferrari,458 Italia,Two Seaters,Premium,12,18,14.4,24.3499,3000
2010,Ferrari,599 GTB Fiorano,Two Seaters,Premium,11,15,12.99,20.99,3500
2010,Ferrari,599 GTB Fiorano,Two Seaters,Premium,11,15,13.2,21.1,3500
2010,Ferrari,612 Scaglietti,Midsize Cars,Premium,9,16,11.45,21.7,3850
2010,Ferrari,612 Scaglietti,Midsize Cars,Premium,10,15,11.7,21.3,3500
2010,Ferrari,California,Minicompact Cars,Premium,13,19,15.5196,26.1157,2800
2010,Ford,Crown Victoria FFV,Large Cars,Gasoline or E85,16,24,19.7571,33.3052,1850
2010,Ford,Edge AWD,Sport Utility Vehicle - 4WD,Regular,17,23,20.9,31.4,1850
2010,Ford,Edge FWD,Sport Utility Vehicle - 2WD,Regular,18,25,22.2,34.2,1750
2010,Ford,Escape 4WD,Sport Utility Vehicle - 4WD,Regular,20,26,25.1139,36.0307,1600
2010,Ford,Escape 4WD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,18,23,22.565,31.3917,1750
2010,Ford,Escape FWD,Sport Utility Vehicle - 2WD,Regular,21,28,26.2499,39.2,1500
2010,Ford,Escape FWD,Sport Utility Vehicle - 2WD,Regular,22,28,28.3,38.6,1450
2010,Ford,Escape FWD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,19,25,24,34.8,1650
2010,Ford,Escape Hybrid 4WD,Sport Utility Vehicle - 4WD,Regular,30,27,39.6,37.9,1200
2010,Ford,Escape Hybrid FWD,Sport Utility Vehicle - 2WD,Regular,34,31,45.2,42.9,1100
2010,Ford,Expedition 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,14,20,17.0994,27,2200
2010,Ford,Expedition 4WD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,12,17,15.1485,23.8983,2500
2010,Ford,Explorer 2WD,Sport Utility Vehicle - 2WD,Regular,14,20,17.3,27.8,2200
2010,Ford,Explorer 2WD,Sport Utility Vehicle - 2WD,Regular,15,21,18.6,29,2050
2010,Ford,Explorer 4WD,Sport Utility Vehicle - 4WD,Regular,13,19,16.4429,25.7535,2350
2010,Ford,Explorer 4WD,Sport Utility Vehicle - 4WD,Regular,14,19,16.9118,26.6622,2200
2010,Ford,Explorer Sport Trac 2WD,Standard Pickup Trucks 2WD,Regular,14,20,17.3,27.8,2200
2010,Ford,Explorer Sport Trac 2WD,Standard Pickup Trucks 2WD,Regular,15,21,18.6,29,2050
2010,Ford,Explorer Sport Trac 4WD,Standard Pickup Trucks 4WD,Regular,13,19,16.4429,25.7535,2350
2010,Ford,Explorer Sport Trac 4WD,Standard Pickup Trucks 4WD,Regular,14,19,16.9118,26.6622,2200
2010,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Regular,15,19,18.138,26.7829,2200
2010,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Regular,15,21,18.2422,28.4633,2050
2010,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,14,20,17.5031,27.0426,2200
2010,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,Regular,14,18,17.367,25.2298,2200
2010,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,Regular,14,20,17.5134,27.1061,2200
2010,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,14,18,16.7299,24.7939,2350
2010,Ford,Flex AWD,Sport Utility Vehicle - 4WD,Regular,16,22,19.9,30.2,1950
2010,Ford,Flex AWD,Sport Utility Vehicle - 4WD,Regular,16,22,19.4142,30.3805,1950
2010,Ford,Flex FWD,Sport Utility Vehicle - 2WD,Regular,17,24,22.2,34.2,1750
2010,Ford,Focus FWD,Compact Cars,Regular,24,34,31.2525,47.3278,1250
2010,Ford,Focus FWD,Compact Cars,Regular,24,35,30.9,49.3,1250
2010,Ford,Fusion AWD,Midsize Cars,Regular,17,24,20.6981,33.5,1850
2010,Ford,Fusion AWD FFV,Midsize Cars,Gasoline or E85,18,25,22.2,35.4655,1650
2010,Ford,Fusion FWD,Midsize Cars,Regular,18,27,22.4,37.4,1650
2010,Ford,Fusion FWD,Midsize Cars,Regular,22,31,27.6878,42.908,1400
2010,Ford,Fusion FWD,Midsize Cars,Regular,22,29,27.8,40.2,1450
2010,Ford,Fusion FWD FFV,Midsize Cars,Gasoline or E85,19,27,23.5,37.9,1600
2010,Ford,Fusion Hybrid FWD,Midsize Cars,Regular,41,36,56.5,51.6,900
2010,Ford,Fusion S FWD,Midsize Cars,Regular,23,34,29.2652,47.6493,1300
2010,Ford,Fusion S FWD,Midsize Cars,Regular,22,31,27.5,44.2,1400
2010,Ford,Mustang,Subcompact Cars,Regular,16,24,20.3374,32.7568,1850
2010,Ford,Mustang,Subcompact Cars,Regular,17,23,21.2165,32.1109,1850
2010,Ford,Mustang,Subcompact Cars,Regular,18,26,22.347,36.3926,1650
2010,Ford,Mustang,Subcompact Cars,Regular,16,24,20.5,33.8,1850
2010,Ford,Mustang,Subcompact Cars,Premium,14,22,17.7,30.4,2500
2010,Ford,Ranger 2WD,Small Pickup Trucks 2WD,Regular,19,24,23.6923,32.8232,1650
2010,Ford,Ranger 2WD,Small Pickup Trucks 2WD,Regular,16,21,19.5,28.5,1950
2010,Ford,Ranger 2WD,Small Pickup Trucks 2WD,Regular,15,21,18.7,28.6,2050
2010,Ford,Ranger 2WD,Small Pickup Trucks 2WD,Regular,22,27,27.4,37.7,1450
2010,Ford,Ranger 4WD,Small Pickup Trucks 4WD,Regular,14,18,17.2884,24.6648,2350
2010,Ford,Ranger 4WD,Small Pickup Trucks 4WD,Regular,15,19,18.7,26.2,2050
2010,Ford,Taurus AWD,Large Cars,Regular,17,25,21.2,34.9,1750
2010,Ford,Taurus AWD,Large Cars,Regular,17,25,21.2,34.7,1750
2010,Ford,Taurus FWD,Large Cars,Regular,18,27,22.4,37.4,1650
2010,Ford,Taurus FWD,Large Cars,Regular,18,28,18.2,27.8,1600
2010,Ford,Transit Connect,Special Purpose Vehicle 2WD,Regular,22,25,27.4,35,1500
2010,GMC,Acadia AWD,Sport Utility Vehicle - 4WD,Regular,16,23,20,31.6,1850
2010,GMC,Acadia FWD,Sport Utility Vehicle - 2WD,Regular,17,24,20.5999,33,1850
2010,GMC,Canyon 2WD,Small Pickup Trucks 2WD,Regular,18,25,23.1397,34.1796,1650
2010,GMC,Canyon 2WD,Small Pickup Trucks 2WD,Regular,17,23,21.094,31.8467,1850
2010,GMC,Canyon 2WD,Small Pickup Trucks 2WD,Regular,15,20,18.0999,27.9,2050
2010,GMC,Canyon 2WD,Small Pickup Trucks 2WD,Regular,18,25,23.1607,35.2582,1650
2010,GMC,Canyon 4WD,Small Pickup Trucks 4WD,Regular,17,23,21.7,32.4,1750
2010,GMC,Canyon 4WD,Small Pickup Trucks 4WD,Regular,17,23,20.8495,31.3858,1850
2010,GMC,Canyon 4WD,Small Pickup Trucks 4WD,Regular,14,19,17.0999,26.6,2200
2010,GMC,Canyon 4WD,Small Pickup Trucks 4WD,Regular,18,24,22.2999,34.1,1750
2010,GMC,Canyon Cab Chassis Inc 2WD,Small Pickup Trucks 2WD,Regular,15,20,18.7999,27,2050
2010,GMC,Canyon Cab Chassis Inc 4WD,Small Pickup Trucks 4WD,Regular,16,21,19.5999,29.7999,1950
2010,GMC,Canyon Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,18,25,23.0999,34.3,1650
2010,GMC,Canyon Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,17,23,20.7999,31.6,1850
2010,GMC,Canyon Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,15,20,18.0999,27.9,2050
2010,GMC,Canyon Crew Cab 2WD,Small Pickup Trucks 2WD,Regular,18,25,23,35.5,1650
2010,GMC,Canyon Crew Cab 4WD,Small Pickup Trucks 4WD,Regular,16,21,19.5999,29.7999,1950
2010,GMC,Canyon Crew Cab 4WD,Small Pickup Trucks 4WD,Regular,14,19,17.0999,26.6,2200
2010,GMC,Savana 1500  AWD (cargo) FFV,"Vans, Cargo Type",Gasoline or E85,13,17,15.7408,22.7619,2500
2010,GMC,Savana 1500  AWD Conversion (cargo) FFV,"Vans, Cargo Type",Gasoline or E85,13,17,15.8,22.9,2500
2010,GMC,Savana 1500 2WD (cargo),"Vans, Cargo Type",Regular,15,20,18.5,27.6,2050
2010,GMC,Savana 1500 2WD (cargo) FFV,"Vans, Cargo Type",Gasoline or E85,13,18,16.0999,24.2999,2350
2010,GMC,Savana 1500 2WD (Passenger) FFV,"Vans, Passenger Type",Gasoline or E85,13,17,15.6,23.2999,2500
2010,GMC,Savana 1500 2WD Conversion (cargo) FFV,"Vans, Cargo Type",Gasoline or E85,13,17,15.6,23.2999,2500
2010,GMC,Savana 1500 AWD (Passenger) FFV,"Vans, Passenger Type",Gasoline or E85,13,17,15.8,22.9,2500
2010,GMC,Sierra 15 Hybrid 2WD,Standard Pickup Trucks 2WD,Regular,21,22,26.9,30.5,1600
2010,GMC,Sierra 15 Hybrid 4WD,Standard Pickup Trucks 4WD,Regular,21,22,26.7999,30.2999,1650
2010,GMC,Sierra C15 2WD,Standard Pickup Trucks 2WD,Regular,15,20,18.7095,27.8522,2050
2010,GMC,Sierra C15 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,14,19,17.0528,26.2125,2200
2010,GMC,Sierra C15 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,15,21,18.3682,29.3645,2050
2010,GMC,Sierra C15 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,13,19,15.4,26.1,2350
2010,GMC,Sierra C15 XFE 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,15,22,19.0999,30.4,1950
2010,GMC,Sierra K15 4WD,Standard Pickup Trucks 4WD,Regular,14,18,17.3962,24.1937,2350
2010,GMC,Sierra K15 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,13,18,16.2421,24.1534,2350
2010,GMC,Sierra K15 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,15,21,18.1089,29.0185,2050
2010,GMC,Sierra K15 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,12,19,14.9245,25.8026,2500
2010,GMC,Sierra K15 AWD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,12,19,14.7,25.7999,2500
2010,GMC,Terrain AWD,Sport Utility Vehicle - 4WD,Regular,20,29,25.7999,40.3,1500
2010,GMC,Terrain AWD,Sport Utility Vehicle - 4WD,Regular,17,24,21.2999,33.1,1750
2010,GMC,Terrain FWD,Sport Utility Vehicle - 2WD,Regular,22,32,28.4,45.1,1350
2010,GMC,Terrain FWD,Sport Utility Vehicle - 2WD,Regular,17,25,21.1441,34.5482,1750
2010,GMC,Yukon 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,15,21,18.1262,28.9935,2050
2010,GMC,Yukon 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,14,20,17.2999,28.4,2200
2010,GMC,Yukon 1500 4WD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,15,21,18.0999,29,2050
2010,GMC,Yukon 1500 Hybrid 2WD,Sport Utility Vehicle - 2WD,Regular,21,22,26.9,30.5,1600
2010,GMC,Yukon 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD,Regular,21,22,26.7999,30.2999,1650
2010,GMC,Yukon Denali 1500 AWD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,13,20,17.0999,27.4,2350
2010,GMC,Yukon XL 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,15,21,18.1262,28.9935,2050
2010,GMC,Yukon XL 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,14,20,17.2999,28.4,2200
2010,GMC,Yukon XL 1500 2WD FFV,Sport Utility Vehicle - 2WD,Gasoline or E85,12,19,14.9,26,2500
2010,Honda,Accord,Large Cars,Regular,21,31,27.126,43.2916,1400
2010,Honda,Accord,Large Cars,Regular,19,29,23.8,41.2,1500
2010,Honda,Accord,Large Cars,Regular,22,31,27.8016,43.1043,1400
2010,Honda,Accord Coupe,Compact Cars,Regular,21,31,27.1733,43.3,1400
2010,Honda,Accord Coupe,Compact Cars,Regular,19,28,23.7,39.9,1600
2010,Honda,Accord Coupe,Compact Cars,Regular,22,31,27.9,43.5,1400
2010,Honda,Accord Coupe,Compact Cars,Regular,17,25,21.4,35.5,1750
2010,Honda,Accord Crosstour 2WD,Sport Utility Vehicle - 2WD,Regular,18,27,22.7,38.3,1650
2010,Honda,Accord Crosstour 4WD,Sport Utility Vehicle - 4WD,Regular,17,25,21.2,34.6,1750
2010,Honda,Civic,Subcompact Cars,Regular,25,36,32.978,51.1915,1200
2010,Honda,Civic,Subcompact Cars,Regular,26,34,33.9,48.6,1200
2010,Honda,Civic,Subcompact Cars,Premium,21,29,25.6,40.5,1750
2010,Honda,Civic CNG,Subcompact Cars,CNG,24,36,31,50.5,1100
2010,Honda,Civic Hybrid,Compact Cars,Regular,40,45,54.6,65,850
2010,Honda,CR-V 2WD,Sport Utility Vehicle - 2WD,Regular,21,28,26.8,39.2,1450
2010,Honda,CR-V 4WD,Sport Utility Vehicle - 4WD,Regular,21,27,26.3511,37.7098,1500
2010,Honda,Element 2WD,Sport Utility Vehicle - 2WD,Regular,20,25,24.8,34.3,1600
2010,Honda,Element 2WD,Sport Utility Vehicle - 2WD,Regular,18,23,23.2,31.9,1750
2010,Honda,Element 4WD,Sport Utility Vehicle - 4WD,Regular,19,24,23.8,33.5,1650
2010,Honda,Element 4WD,Sport Utility Vehicle - 4WD,Regular,18,23,23.2,31.3,1750
2010,Honda,Fit,Small Station Wagons,Regular,27,33,35.2,47.4,1150
2010,Honda,Fit,Small Station Wagons,Regular,28,35,36.5,49.3,1150
2010,Honda,Fit,Small Station Wagons,Regular,27,33,35.5644,46.2622,1200
2010,Honda,Insight,Compact Cars,Regular,40,43,54.3737,62.2674,850
2010,Honda,Insight,Compact Cars,Regular,40,43,54.6779,61.2,850
2010,Honda,Odyssey,Minivan - 2WD,Regular,16,23,19.7,32.4,1950
2010,Honda,Odyssey,Minivan - 2WD,Regular,17,25,21.2,35.5,1750
2010,Honda,Pilot 2WD,Sport Utility Vehicle - 2WD,Regular,17,23,20.6051,31.9475,1850
2010,Honda,Pilot 4WD,Sport Utility Vehicle - 4WD,Regular,16,22,20,30.5,1950
2010,Honda,Ridgeline Truck 4WD,Standard Pickup Trucks 4WD,Regular,15,20,18.6,28.2,2050
2010,Hummer,H3 4WD,Sport Utility Vehicle - 4WD,Regular,14,18,17.7999,25.1,2200
2010,Hummer,H3 4WD,Sport Utility Vehicle - 4WD,Regular,14,18,16.9,25.2,2350
2010,Hummer,H3 4WD FFV,Sport Utility Vehicle - 4WD,Gasoline or E85,13,16,15.8,22.2999,2500
2010,Hummer,H3T 4WD,Standard Pickup Trucks 4WD,Regular,14,18,17.7999,25.1,2200
2010,Hummer,H3T 4WD,Standard Pickup Trucks 4WD,Regular,14,18,16.9,25.2,2350
2010,Hummer,H3T 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,13,16,15.8,22.2999,2500
2010,Hyundai,Accent,Compact Cars,Regular,27,36,34.5,50.4,1150
2010,Hyundai,Accent,Compact Cars,Regular,28,34,36.1,48.2,1150
2010,Hyundai,Accent Blue,Compact Cars,Regular,27,36,35.1726,50.8205,1150
2010,Hyundai,Azera,Large Cars,Regular,18,26,22.9,36.2,1650
2010,Hyundai,Azera,Large Cars,Regular,17,26,21.4,35.6,1750
2010,Hyundai,Elantra,Midsize Cars,Regular,26,34,33.6,47.7,1200
2010,Hyundai,Elantra,Midsize Cars,Regular,25,34,32.3,48.2,1200
2010,Hyundai,Elantra Blue,Midsize Cars,Regular,26,35,33.6478,49.217,1200
2010,Hyundai,Elantra Touring,Small Station Wagons,Regular,23,30,29.9,42.6,1350
2010,Hyundai,Elantra Touring,Small Station Wagons,Regular,23,31,29.5,43.5,1350
2010,Hyundai,Entourage,Minivan - 2WD,Regular,17,23,20.7,32.4,1850
2010,Hyundai,Genesis,Large Cars,Premium,17,25,20.7,34.2,2250
2010,Hyundai,Genesis,Large Cars,Regular,18,27,22.9,38.3,1650
2010,Hyundai,Genesis Coupe,Subcompact Cars,Regular,20,30,25.2,41.7998,1500
2010,Hyundai,Genesis Coupe,Subcompact Cars,Regular,17,27,21.9,38.0484,1650
2010,Hyundai,Genesis Coupe,Subcompact Cars,Regular,21,30,26,42,1450
2010,Hyundai,Genesis Coupe,Subcompact Cars,Regular,17,26,21.7,36.4,1750
2010,Hyundai,Santa Fe 2WD,Sport Utility Vehicle - 2WD,Regular,20,28,25.6,38.6,1500
2010,Hyundai,Santa Fe 2WD,Sport Utility Vehicle - 2WD,Regular,20,26,25.8,36.4,1500
2010,Hyundai,Santa Fe 2WD,Sport Utility Vehicle - 2WD,Regular,19,26,24.4,36.7,1600
2010,Hyundai,Santa Fe 4WD,Sport Utility Vehicle - 4WD,Regular,21,27,26,37.6,1500
2010,Hyundai,Santa Fe 4WD,Sport Utility Vehicle - 4WD,Regular,20,26,24.8,36,1600
2010,Hyundai,Sonata,Large Cars,Regular,22,32,27.5,44.4,1400
2010,Hyundai,Sonata,Large Cars,Regular,19,29,24.1,40.1,1600
2010,Hyundai,Sonata,Large Cars,Regular,21,32,26.8492,44.8,1400
2010,Hyundai,Tucson 2WD,Sport Utility Vehicle - 2WD,Regular,23,31,29,43.2286,1350
2010,Hyundai,Tucson 2WD,Sport Utility Vehicle - 2WD,Regular,22,30,27.3,41.6,1400
2010,Hyundai,Tucson 4WD,Sport Utility Vehicle - 4WD,Regular,21,28,26.6,39.2041,1450
2010,Hyundai,Tucson 4WD,Sport Utility Vehicle - 4WD,Regular,21,28,26.8,38.6,1450
2010,Hyundai,Veracruz 2WD,Sport Utility Vehicle - 2WD,Regular,17,23,20.6,32.5,1850
2010,Hyundai,Veracruz 4WD,Sport Utility Vehicle - 4WD,Regular,16,22,19.8,31.1,1950
2010,Infiniti,EX35,Small Station Wagons,Premium,17,24,20.6,33.3,2250
2010,Infiniti,EX35 AWD,Small Station Wagons,Premium,16,23,20.2084,32.349,2250
2010,Infiniti,FX35 AWD,Sport Utility Vehicle - 4WD,Premium,16,21,19.5985,29.7734,2350
2010,Infiniti,FX35 RWD,Sport Utility Vehicle - 2WD,Premium,16,23,20.1726,31.4961,2250
2010,Infiniti,FX50,Sport Utility Vehicle - 4WD,Premium,14,20,17.7553,27.2511,2650
2010,Infiniti,G37,Midsize Cars,Premium,19,27,23.6465,37.065,1900
2010,Infiniti,G37,Midsize Cars,Premium,17,25,20.6879,34.7305,2100
2010,Infiniti,G37 Convertible,Subcompact Cars,Premium,17,25,21.7211,35.2288,2100
2010,Infiniti,G37 Convertible,Subcompact Cars,Premium,16,24,20,32.9748,2250
2010,Infiniti,G37 Coupe,Subcompact Cars,Premium,19,27,23.6465,37.065,1900
2010,Infiniti,G37 Coupe,Subcompact Cars,Premium,17,25,20.6879,34.7305,2100
2010,Infiniti,G37x,Midsize Cars,Premium,18,25,22.1981,35.162,2100
2010,Infiniti,G37x Coupe,Subcompact Cars,Premium,18,25,22.1981,35.162,2100
2010,Infiniti,M35,Large Cars,Premium,17,25,20.8,34.1997,2250
2010,Infiniti,M35x,Large Cars,Premium,16,22,19.6499,30.5499,2350
2010,Infiniti,M45,Large Cars,Premium,16,21,19.5,29.6,2350
2010,Infiniti,M45x,Large Cars,Premium,14,20,17.3,27.2,2650
2010,Infiniti,QX56 2WD,Sport Utility Vehicle - 2WD,Premium,12,18,15.2,24.2,3000
2010,Infiniti,QX56 4WD,Sport Utility Vehicle - 4WD,Premium,12,17,15.1,23.6,3000
2010,Jaguar,XF,Midsize Cars,Premium,16,25,19.6769,34.4855,2250
2010,Jaguar,XF,Midsize Cars,Premium,16,23,19.9048,32.6701,2250
2010,Jaguar,XF,Midsize Cars,Premium,15,21,18.5111,29.7559,2500
2010,Jaguar,XJ,Large Cars,Premium,16,23,19.9048,32.6701,2250
2010,Jaguar,XJ,Large Cars,Premium,15,21,18.5111,29.7559,2500
2010,Jaguar,XJ,Large Cars,Premium,15,22,18.9575,31.0736,2350
2010,Jaguar,XK,Minicompact Cars,Premium,16,24,19.7197,32.8808,2250
2010,Jaguar,XK,Minicompact Cars,Premium,15,22,18.4637,30.3378,2500
2010,Jaguar,XK Convertible,Minicompact Cars,Premium,16,22,19.4171,30.8027,2350
2010,Jeep,Commander 2WD,Sport Utility Vehicle - 2WD,Regular,14,20,17,27.1,2200
2010,Jeep,Commander 2WD,Sport Utility Vehicle - 2WD,Regular,15,20,18,27.2,2200
2010,Jeep,Commander 4WD,Sport Utility Vehicle - 4WD,Regular,13,19,16.6,26,2350
2010,Jeep,Commander 4WD,Sport Utility Vehicle - 4WD,Regular,14,19,17.4,26.6,2200
2010,Jeep,Compass 2WD,Sport Utility Vehicle - 2WD,Regular,23,27,28.8945,38,1400
2010,Jeep,Compass 2WD,Sport Utility Vehicle - 2WD,Regular,21,25,27,34.7,1500
2010,Jeep,Compass 2WD,Sport Utility Vehicle - 2WD,Regular,23,29,29.4803,40.2397,1400
2010,Jeep,Compass 2WD,Sport Utility Vehicle - 2WD,Regular,23,28,29.3,39.2,1400
2010,Jeep,Compass 4WD,Sport Utility Vehicle - 4WD,Regular,21,24,26.3,33.6,1600
2010,Jeep,Compass 4WD,Sport Utility Vehicle - 4WD,Regular,23,28,28.8,38.6,1400
2010,Jeep,Grand Cherokee 2WD,Sport Utility Vehicle - 2WD,Regular,16,21,19.3,28.8,1950
2010,Jeep,Grand Cherokee 2WD,Sport Utility Vehicle - 2WD,Regular,14,20,17,27.1,2200
2010,Jeep,Grand Cherokee 4WD,Sport Utility Vehicle - 4WD,Regular,15,20,18.5,27.5,2050
2010,Jeep,Grand Cherokee 4WD,Sport Utility Vehicle - 4WD,Regular,13,19,16.6,26,2350
2010,Jeep,Grand Cherokee SRT8 AWD,Sport Utility Vehicle - 4WD,Premium,12,16,14.2,20.9,3250
2010,Jeep,Liberty 2WD,Sport Utility Vehicle - 2WD,Regular,16,22,19.8,30.5,1950
2010,Jeep,Liberty 4WD,Sport Utility Vehicle - 4WD,Regular,15,21,18.7,28.5,2050
2010,Jeep,Patriot 2WD,Sport Utility Vehicle - 2WD,Regular,23,27,28.8945,38,1400
2010,Jeep,Patriot 2WD,Sport Utility Vehicle - 2WD,Regular,21,25,27,34.7,1500
2010,Jeep,Patriot 2WD,Sport Utility Vehicle - 2WD,Regular,23,29,29.4803,40.2397,1400
2010,Jeep,Patriot 2WD,Sport Utility Vehicle - 2WD,Regular,23,28,29.3,39.2,1400
2010,Jeep,Patriot 4WD,Sport Utility Vehicle - 4WD,Regular,21,24,26.3,33.6,1600
2010,Jeep,Patriot 4WD,Sport Utility Vehicle - 4WD,Regular,20,22,26.3,33.6,1650
2010,Jeep,Patriot 4WD,Sport Utility Vehicle - 4WD,Regular,23,28,28.8,38.6,1400
2010,Jeep,Wrangler 2WD,Sport Utility Vehicle - 2WD,Regular,15,20,18.5,28.2,2050
2010,Jeep,Wrangler 4WD,Sport Utility Vehicle - 4WD,Regular,15,19,18.3208,26.5632,2050
2010,Jeep,Wrangler 4WD,Sport Utility Vehicle - 4WD,Regular,15,19,18.858,26.163,2050
2010,Kia,Borrego 2WD,Sport Utility Vehicle - 2WD,Regular,17,21,20.6,29.5,1950
2010,Kia,Borrego 2WD,Sport Utility Vehicle - 2WD,Regular,15,22,19,29.9,1950
2010,Kia,Borrego 4WD,Sport Utility Vehicle - 4WD,Regular,16,21,20.1,29.2986,1950
2010,Kia,Borrego 4WD,Sport Utility Vehicle - 4WD,Regular,15,20,18.1,28.4,2050
2010,Kia,Forte,Compact Cars,Regular,25,34,32.1433,47.2964,1250
2010,Kia,Forte,Compact Cars,Regular,27,36,34.3743,50.9,1150
2010,Kia,Forte,Compact Cars,Regular,23,31,28.8947,44.344,1350
2010,Kia,Forte,Compact Cars,Regular,25,34,31.6,47.4,1250
2010,Kia,Forte,Compact Cars,Regular,22,32,28.3,44.6,1350
2010,Kia,Optima,Midsize Cars,Regular,20,28,24.9,39.8,1500
2010,Kia,Optima,Midsize Cars,Regular,22,32,27.8,44.6,1400
2010,Kia,Optima,Midsize Cars,Regular,22,32,27.8,44.6,1400
2010,Kia,Rio,Compact Cars,Regular,27,36,34.8298,50.2669,1150
2010,Kia,Rio,Compact Cars,Regular,28,34,36.6799,48.3188,1150
2010,Kia,Rondo,Midsize Station Wagons,Regular,20,27,24.7573,37.0711,1600
2010,Kia,Rondo,Midsize Station Wagons,Regular,18,26,22.8,35.9,1650
2010,Kia,Sedona,Minivan - 2WD,Regular,17,23,20.7,32.4,1850
2010,Kia,Soul,Small Station Wagons,Regular,26,31,32.9,43.5,1250
2010,Kia,Soul,Small Station Wagons,Regular,24,30,30.9,41.8,1350
2010,Kia,Soul,Small Station Wagons,Regular,26,31,33.8,44.2,1250
2010,Kia,Soul,Small Station Wagons,Regular,24,30,30.5,42.8,1350
